hotel_id,facility_swimming,facility_gym,airport_shuttle,facility_wifi,facility_parking,trust_rating_value,d37_hotel_category_name
711942,NO,NO,NO,NO,NO,,3-star
711943,NO,NO,NO,NO,NO,,2-star
711944,NO,NO,NO,NO,NO,,2-star
711945,NO,NO,NO,NO,NO,,3-star
711946,NO,NO,NO,NO,NO,,4-star
711947,NO,NO,NO,NO,NO,,3-star
711948,NO,NO,NO,NO,NO,,3-star
711949,NO,NO,NO,NO,NO,,4-star
711950,NO,NO,NO,NO,NO,,3-star
711951,NO,NO,NO,NO,NO,,3-star
711952,NO,NO,NO,NO,NO,,4-star
51194,YES,NO,YES,NO,NO,8.8,5-star
53301,NO,NO,YES,YES,YES,,3-star
56392,YES,YES,YES,YES,YES,8.7,4-star
62401,NO,YES,YES,YES,YES,8.7,4-star
63579,NO,YES,NO,YES,YES,8.2,4-star
63846,NO,YES,NO,YES,YES,9.0,4-star
64532,NO,YES,YES,YES,YES,8.5,4-star
64836,YES,YES,YES,YES,YES,8.8,4-star
65091,YES,NO,YES,YES,YES,9.1,4-star
66674,NO,NO,NO,YES,YES,8.9,4-star
66675,NO,YES,YES,YES,YES,,4-star
67256,NO,NO,YES,YES,YES,8.7,4-star
68751,NO,NO,NO,NO,NO,8.9,4-star
69092,NO,YES,YES,YES,YES,8.9,4-star
70242,YES,YES,YES,YES,YES,9.1,5-star
72983,NO,YES,YES,NO,YES,9.3,5-star
75867,NO,NO,YES,YES,NO,8.4,4-star
76553,NO,YES,YES,YES,YES,9.2,4-star
77566,NO,YES,YES,YES,YES,8.8,4-star
78230,NO,NO,YES,YES,YES,,4-star
79606,NO,NO,YES,YES,NO,8.8,4-star
79968,NO,YES,NO,YES,YES,9.1,4-star
81810,NO,NO,NO,NO,NO,8.1,
85072,NO,YES,YES,YES,YES,8.5,4-star
85819,NO,NO,YES,YES,YES,8.9,4-star
86026,NO,YES,YES,YES,YES,8.7,4-star
88818,NO,NO,YES,YES,YES,7.7,3-star
90622,NO,NO,YES,YES,YES,8.5,3-star
92445,NO,NO,NO,YES,NO,8.2,3-star
92779,NO,NO,YES,YES,YES,8.2,4-star
94126,NO,NO,YES,YES,YES,9.1,3-star
94631,YES,NO,YES,YES,YES,7.5,4-star
98499,NO,NO,YES,YES,YES,,3-star
98580,YES,NO,YES,YES,YES,8.5,3-star
99112,NO,NO,YES,YES,YES,9.1,4-star
99504,YES,NO,YES,YES,YES,9.2,3-star
99518,NO,NO,NO,YES,NO,8.6,3-star
99832,NO,NO,NO,NO,NO,9.2,3-star
101366,NO,NO,YES,YES,YES,7.6,4-star
101367,NO,NO,YES,YES,YES,8.3,4-star
101375,NO,NO,YES,YES,NO,8.5,4-star
101377,NO,NO,YES,YES,YES,8.3,3-star
101637,NO,NO,YES,YES,NO,8.5,4-star
101639,NO,NO,YES,YES,NO,8.2,4-star
103685,NO,YES,YES,YES,YES,9.2,4-star
105450,NO,NO,NO,NO,NO,,3-star
105519,NO,NO,NO,YES,NO,8.4,4-star
106535,NO,NO,YES,YES,NO,8.4,4-star
107190,NO,NO,YES,YES,YES,8.5,4-star
108080,NO,NO,YES,YES,YES,8.3,4-star
108444,NO,NO,NO,NO,NO,8.2,3-star
109208,NO,NO,NO,YES,YES,8.6,3-star
109403,NO,NO,YES,YES,YES,,4-star
110193,NO,NO,YES,YES,NO,8.6,4-star
110246,NO,NO,YES,YES,NO,8.9,4-star
110257,NO,YES,YES,YES,NO,9.0,4-star
110323,NO,NO,YES,YES,NO,8.4,4-star
110493,NO,NO,NO,NO,NO,8.4,3-star
112912,NO,NO,YES,YES,YES,8.3,3-star
112914,YES,NO,YES,YES,YES,8.6,4-star
112935,NO,NO,YES,YES,YES,8.4,4-star
113234,NO,NO,YES,YES,YES,8.5,3-star
114693,NO,NO,YES,YES,YES,9.6,5-star
115308,NO,NO,NO,YES,YES,,5-star
115779,NO,YES,YES,YES,YES,8.1,4-star
117000,NO,NO,YES,YES,NO,8.7,4-star
117001,NO,NO,NO,YES,NO,9.1,4-star
117257,NO,NO,NO,YES,NO,9.0,4-star
117327,YES,YES,YES,YES,YES,9.1,4-star
120239,NO,NO,NO,YES,NO,8.6,4-star
120249,NO,NO,YES,YES,YES,8.5,4-star
120268,NO,NO,NO,YES,YES,8.2,4-star
120277,NO,YES,NO,YES,YES,9.2,4-star
120279,NO,NO,NO,YES,NO,8.8,3-star
120470,NO,NO,YES,YES,NO,,4-star
120471,NO,NO,NO,YES,NO,,4-star
121387,NO,NO,YES,YES,YES,8.6,3-star
121667,NO,NO,YES,NO,YES,8.5,4-star
128607,NO,NO,NO,NO,NO,8.9,
131313,NO,NO,NO,NO,NO,8.5,2-star
133321,NO,NO,NO,NO,NO,9.2,
133446,NO,NO,YES,YES,YES,9.0,3-star
133840,YES,YES,YES,YES,YES,8.4,4-star
135747,NO,NO,YES,YES,YES,7.1,3-star
135822,NO,NO,NO,YES,YES,8.5,4-star
135885,NO,NO,YES,YES,NO,8.3,4-star
136416,YES,NO,NO,YES,YES,8.7,4-star
140274,NO,NO,YES,YES,YES,8.7,3-star
140492,NO,NO,YES,YES,YES,7.3,3-star
140736,NO,YES,YES,YES,YES,9.3,5-star
140972,YES,NO,YES,YES,YES,8.7,4-star
142374,NO,NO,NO,NO,NO,8.8,4-star
142413,NO,NO,YES,YES,YES,8.8,4-star
143601,NO,NO,YES,YES,YES,,3-star
144721,NO,NO,NO,NO,NO,9.6,
146191,NO,NO,NO,NO,NO,8.5,3-star
146866,NO,NO,YES,YES,NO,,2-star
147864,YES,NO,YES,NO,YES,9.4,5-star
148199,YES,NO,NO,YES,YES,7.4,3-star
148584,NO,NO,NO,NO,NO,8.5,4-star
148654,NO,NO,NO,NO,NO,8.3,
148752,NO,NO,YES,YES,NO,9.3,4-star
149705,NO,NO,NO,NO,NO,9.4,3-star
150005,NO,NO,NO,NO,NO,8.0,3-star
150033,NO,NO,YES,YES,NO,,4-star
151880,NO,NO,NO,YES,NO,,3-star
152141,NO,NO,YES,YES,YES,7.7,3-star
152636,NO,NO,NO,NO,NO,8.1,
152839,NO,NO,NO,NO,NO,,
153420,NO,NO,NO,NO,NO,9.0,3-star
153469,NO,NO,NO,NO,NO,8.5,3-star
154189,NO,NO,NO,NO,NO,9.0,3-star
154832,NO,NO,YES,YES,NO,9.3,4-star
155877,NO,NO,NO,NO,NO,8.9,3-star
156989,YES,NO,YES,NO,YES,9.6,5-star
158285,NO,NO,NO,NO,NO,9.1,
158944,NO,YES,YES,YES,YES,8.3,4-star
160535,NO,NO,NO,NO,NO,,
161662,NO,NO,NO,NO,NO,8.5,2-star
162132,NO,NO,YES,YES,YES,8.1,3-star
164111,NO,NO,YES,YES,YES,,3-star
164434,NO,NO,NO,NO,NO,8.5,4-star
164818,NO,NO,YES,YES,NO,,3-star
164985,NO,NO,NO,YES,YES,8.3,3-star
165184,NO,NO,YES,YES,YES,8.9,3-star
165222,NO,NO,YES,YES,NO,8.2,4-star
166137,NO,NO,NO,NO,NO,8.7,3-star
166285,NO,NO,NO,NO,YES,,3-star
166379,NO,NO,YES,YES,NO,9.3,3-star
167260,NO,NO,YES,YES,NO,7.9,3-star
168064,NO,NO,NO,YES,NO,9.5,4-star
168195,NO,NO,YES,YES,YES,,4-star
168557,NO,NO,NO,NO,NO,8.5,3-star
168846,NO,NO,YES,YES,YES,7.6,4-star
169185,NO,NO,YES,YES,NO,8.1,3-star
171754,NO,NO,YES,YES,YES,8.5,3-star
172587,YES,YES,YES,YES,YES,9.3,5-star
172833,NO,NO,NO,NO,NO,7.5,3-star
172954,NO,NO,NO,YES,NO,9.1,4-star
173292,NO,NO,YES,YES,NO,8.2,3-star
173305,NO,NO,NO,NO,NO,8.3,3-star
174209,NO,NO,NO,NO,NO,7.3,3-star
174248,YES,NO,NO,YES,YES,8.6,4-star
174481,NO,NO,NO,YES,NO,9.3,3-star
174489,NO,NO,NO,NO,NO,8.5,3-star
174755,NO,NO,YES,YES,YES,,4-star
174994,NO,NO,YES,YES,NO,6.0,3-star
175232,NO,NO,NO,NO,NO,8.5,
175277,NO,NO,NO,NO,NO,8.5,3-star
175797,NO,NO,YES,YES,NO,,4-star
177641,NO,NO,YES,YES,NO,8.8,3-star
177919,NO,NO,NO,YES,NO,7.3,3-star
178081,NO,NO,NO,NO,NO,8.5,
178124,NO,NO,NO,NO,YES,,3-star
178172,NO,NO,YES,YES,NO,9.0,3-star
178924,NO,NO,YES,YES,YES,,4-star
179088,NO,NO,YES,YES,NO,8.9,4-star
179172,NO,NO,YES,YES,YES,8.6,4-star
179236,NO,NO,NO,YES,NO,8.2,4-star
180026,NO,NO,YES,YES,NO,,3-star
180255,YES,NO,NO,NO,NO,9.4,5-star
180681,NO,NO,YES,YES,YES,7.9,3-star
180769,NO,NO,NO,NO,NO,7.8,3-star
180900,NO,NO,NO,YES,NO,9.4,3-star
180961,NO,NO,NO,NO,NO,7.6,3-star
181458,NO,NO,NO,YES,YES,8.9,4-star
181515,NO,NO,YES,YES,YES,6.8,3-star
181662,NO,YES,YES,YES,NO,,4-star
181734,NO,NO,NO,NO,NO,,
182113,NO,NO,NO,NO,NO,,
183999,NO,NO,NO,NO,NO,8.8,4-star
184618,NO,NO,NO,YES,NO,,3-star
184691,NO,NO,YES,YES,NO,8.9,4-star
184695,NO,NO,YES,YES,NO,8.8,4-star
185058,NO,NO,NO,NO,NO,7.8,3-star
185088,NO,NO,YES,YES,NO,8.4,3-star
185158,NO,YES,NO,YES,YES,9.0,4-star
185368,YES,YES,YES,NO,YES,,4-star
185400,NO,NO,YES,YES,YES,8.1,3-star
186506,NO,NO,YES,YES,NO,7.1,3-star
186617,NO,NO,NO,NO,NO,8.6,4-star
187498,NO,NO,YES,YES,YES,8.2,4-star
187632,NO,NO,YES,YES,YES,9.3,4-star
187878,YES,NO,YES,YES,NO,9.8,5-star
188013,NO,NO,YES,YES,NO,,3-star
188438,NO,NO,YES,YES,NO,8.6,3-star
188665,NO,NO,YES,YES,YES,8.2,3-star
188710,NO,NO,NO,YES,YES,,4-star
189183,YES,NO,YES,YES,YES,8.9,4-star
189185,NO,YES,YES,YES,YES,8.2,4-star
189193,YES,YES,YES,YES,YES,8.9,4-star
189264,NO,NO,YES,YES,YES,,3-star
190637,NO,NO,NO,NO,NO,8.6,3-star
190958,YES,NO,NO,YES,YES,,4-star
191652,NO,NO,NO,NO,NO,,3-star
191717,NO,NO,NO,NO,NO,,3-star
192609,NO,NO,NO,YES,NO,8.1,3-star
192993,YES,NO,NO,YES,YES,9.3,4-star
193112,YES,YES,NO,NO,YES,,4-star
194422,NO,NO,NO,YES,NO,8.2,3-star
195112,YES,NO,YES,YES,NO,8.7,4-star
195927,NO,NO,YES,YES,YES,9.2,4-star
197301,NO,NO,NO,NO,NO,7.9,
197316,NO,NO,NO,NO,NO,8.0,3-star
197331,NO,NO,NO,NO,NO,,
200329,YES,NO,NO,YES,YES,8.6,4-star
200679,NO,NO,NO,NO,NO,7.8,2-star
200681,NO,NO,NO,YES,NO,8.3,3-star
201262,NO,NO,NO,NO,NO,8.7,3-star
201480,NO,NO,NO,YES,YES,8.2,3-star
201796,NO,NO,NO,YES,YES,8.8,4-star
201873,NO,NO,NO,NO,NO,8.8,3-star
202685,NO,NO,YES,YES,NO,,3-star
202693,NO,NO,NO,YES,NO,8.7,4-star
203822,NO,NO,YES,YES,YES,7.5,3-star
204511,NO,NO,YES,YES,NO,8.5,4-star
204900,NO,NO,YES,YES,YES,9.3,4-star
204940,NO,NO,YES,YES,NO,7.7,3-star
205560,YES,YES,YES,YES,YES,8.9,3-star
205802,YES,NO,YES,YES,NO,8.8,4-star
205875,NO,NO,YES,YES,NO,6.4,3-star
206055,NO,NO,YES,YES,NO,8.1,3-star
206078,NO,NO,NO,YES,NO,,3-star
206426,NO,NO,YES,YES,YES,9.1,3-star
206551,YES,NO,YES,YES,YES,8.4,4-star
207172,NO,NO,YES,YES,NO,8.3,2-star
207184,NO,YES,YES,YES,YES,8.7,4-star
208138,NO,NO,YES,YES,YES,8.6,4-star
208174,NO,NO,NO,YES,NO,9.0,3-star
208188,NO,NO,YES,YES,NO,8.4,3-star
208382,NO,NO,NO,YES,NO,8.5,3-star
208404,NO,YES,YES,YES,YES,8.9,4-star
209514,NO,YES,YES,YES,YES,,4-star
210409,NO,NO,NO,YES,NO,8.1,2-star
210448,NO,NO,NO,NO,NO,7.8,2-star
211530,NO,YES,YES,YES,NO,,4-star
212585,NO,NO,YES,YES,YES,8.7,3-star
213622,NO,NO,YES,YES,YES,,4-star
215075,NO,NO,YES,YES,YES,5.6,3-star
215805,NO,NO,NO,YES,YES,8.5,2-star
215899,NO,NO,YES,YES,NO,8.8,3-star
215915,YES,NO,NO,YES,YES,7.9,3-star
216729,NO,NO,YES,YES,NO,8.1,2-star
216803,NO,NO,YES,YES,YES,8.7,3-star
216834,NO,NO,NO,YES,YES,9.0,3-star
216861,YES,NO,NO,NO,YES,,4-star
217354,NO,NO,YES,YES,YES,,3-star
217661,NO,NO,YES,YES,NO,9.5,3-star
218904,NO,NO,YES,YES,NO,9.0,3-star
220131,NO,NO,NO,NO,NO,,5-star
220152,NO,NO,YES,YES,NO,8.5,3-star
220328,NO,NO,YES,NO,YES,,3-star
221315,NO,NO,YES,YES,NO,,3-star
222754,NO,NO,NO,YES,NO,8.6,3-star
224412,YES,NO,NO,YES,NO,8.2,5-star
224561,NO,NO,NO,NO,NO,8.8,2-star
224839,NO,NO,NO,NO,NO,8.0,5-star
224889,NO,NO,NO,NO,NO,,2-star
226000,NO,NO,NO,YES,NO,9.3,3-star
226004,NO,NO,YES,YES,NO,8.0,2-star
227569,NO,NO,NO,YES,NO,,3-star
229083,NO,NO,YES,YES,YES,6.1,3-star
230224,NO,NO,NO,YES,NO,7.4,3-star
231288,NO,NO,YES,YES,NO,,3-star
232737,NO,NO,YES,NO,NO,,3-star
232789,NO,YES,YES,YES,YES,9.2,4-star
232792,NO,NO,YES,YES,NO,7.8,2-star
233557,NO,NO,NO,YES,NO,,3-star
233843,NO,NO,YES,NO,NO,,3-star
233864,NO,NO,YES,YES,YES,8.9,4-star
233980,NO,YES,YES,YES,YES,7.9,3-star
234315,NO,NO,YES,YES,NO,,3-star
234556,NO,NO,YES,YES,NO,6.4,3-star
235186,NO,YES,YES,YES,YES,8.6,3-star
235580,NO,NO,YES,YES,YES,8.1,4-star
235777,NO,NO,YES,YES,YES,7.0,3-star
235805,NO,NO,YES,YES,NO,8.3,3-star
236021,NO,NO,NO,YES,NO,5.9,3-star
236429,NO,NO,NO,YES,YES,,3-star
236435,NO,NO,YES,YES,YES,,3-star
236930,NO,NO,YES,YES,YES,8.7,3-star
237142,NO,NO,YES,YES,NO,,2-star
237840,NO,NO,NO,NO,NO,8.6,
237902,NO,NO,YES,YES,NO,7.9,3-star
237956,NO,YES,YES,YES,YES,8.9,3-star
237969,NO,NO,YES,YES,YES,7.2,4-star
238097,NO,NO,YES,YES,NO,8.2,3-star
239223,YES,NO,NO,YES,YES,9.2,4-star
239767,NO,NO,NO,YES,NO,,3-star
240107,NO,NO,YES,YES,NO,,3-star
240123,YES,NO,NO,YES,YES,8.0,3-star
240231,NO,NO,NO,YES,YES,,3-star
240459,NO,NO,NO,YES,NO,7.8,3-star
240515,NO,NO,NO,YES,NO,,3-star
240556,NO,NO,NO,YES,NO,7.9,3-star
241097,NO,NO,NO,YES,NO,,3-star
241473,NO,NO,YES,YES,YES,8.6,4-star
242720,NO,NO,YES,YES,YES,,3-star
243053,NO,NO,NO,NO,NO,8.8,4-star
243099,NO,NO,NO,NO,NO,,2-star
243293,NO,NO,NO,YES,YES,,3-star
244091,NO,NO,NO,YES,NO,,3-star
244643,YES,NO,NO,YES,YES,8.9,3-star
244700,NO,NO,YES,YES,NO,5.8,2-star
244986,NO,NO,YES,YES,YES,9.5,4-star
246639,NO,YES,NO,YES,YES,9.1,4-star
246648,NO,NO,NO,YES,NO,,3-star
246919,NO,NO,NO,NO,NO,8.5,
247014,NO,NO,NO,NO,NO,8.7,2-star
247169,NO,NO,NO,NO,NO,,3-star
247316,NO,NO,NO,YES,YES,,4-star
247546,NO,NO,NO,YES,NO,8.7,3-star
248542,NO,NO,YES,YES,YES,8.7,3-star
248548,NO,NO,YES,YES,NO,8.6,4-star
249238,NO,NO,YES,YES,YES,8.7,4-star
250859,NO,NO,NO,YES,YES,,4-star
251546,NO,NO,YES,YES,NO,,3-star
251664,NO,NO,YES,YES,NO,7.5,3-star
251665,NO,NO,YES,YES,NO,,3-star
252608,NO,NO,YES,YES,YES,6.2,3-star
252844,NO,NO,NO,YES,YES,8.3,3-star
252857,NO,NO,NO,YES,YES,,3-star
252982,NO,NO,YES,YES,YES,8.4,3-star
253050,NO,NO,NO,YES,YES,8.9,3-star
253060,NO,NO,YES,YES,NO,,3-star
254078,NO,NO,YES,YES,YES,8.4,4-star
254080,NO,NO,NO,YES,NO,8.5,3-star
254235,NO,NO,NO,YES,YES,7.7,3-star
254243,NO,NO,NO,YES,YES,,3-star
254337,NO,NO,YES,YES,YES,,3-star
254343,YES,YES,YES,YES,YES,9.0,3-star
255088,NO,NO,NO,YES,NO,7.0,2-star
255121,NO,NO,NO,YES,NO,,3-star
255210,NO,NO,NO,YES,NO,8.4,3-star
255487,NO,NO,NO,YES,NO,,3-star
255510,NO,NO,NO,NO,NO,,2-star
255524,NO,NO,NO,YES,YES,8.2,3-star
255585,NO,NO,NO,YES,YES,8.1,3-star
255786,NO,NO,YES,YES,NO,8.7,3-star
255789,NO,NO,YES,YES,NO,,3-star
255962,NO,NO,YES,YES,YES,8.0,3-star
256172,NO,NO,YES,YES,YES,,3-star
256343,NO,YES,YES,YES,YES,8.5,4-star
256366,NO,NO,NO,YES,YES,,3-star
256415,NO,NO,YES,YES,YES,7.6,3-star
256729,NO,NO,NO,YES,YES,4.4,2-star
256921,NO,NO,YES,YES,YES,,3-star
256927,NO,NO,NO,YES,NO,7.0,3-star
257327,NO,NO,NO,YES,YES,7.6,3-star
257427,NO,NO,YES,YES,NO,8.7,3-star
257900,NO,NO,NO,YES,YES,,3-star
258005,NO,NO,YES,YES,NO,7.9,3-star
258134,NO,NO,YES,YES,YES,,3-star
258419,NO,NO,NO,YES,YES,,3-star
258788,NO,NO,NO,YES,YES,8.4,3-star
258878,NO,NO,NO,YES,YES,,3-star
258882,NO,NO,NO,YES,YES,,3-star
259602,NO,NO,NO,YES,NO,8.8,3-star
259702,NO,NO,NO,YES,NO,,3-star
260066,NO,NO,NO,YES,NO,,3-star
260144,NO,NO,YES,YES,YES,7.9,3-star
261878,NO,NO,YES,YES,YES,,3-star
262290,NO,YES,NO,YES,NO,8.2,4-star
262974,NO,YES,NO,YES,YES,,4-star
263159,YES,YES,NO,YES,YES,,3-star
263160,YES,NO,YES,YES,YES,7.6,3-star
263398,NO,NO,YES,YES,NO,8.8,3-star
263415,NO,YES,NO,YES,YES,,4-star
263417,NO,NO,NO,YES,YES,,3-star
263518,NO,NO,NO,YES,NO,9.1,4-star
263749,YES,YES,YES,YES,NO,9.1,4-star
264235,NO,NO,YES,YES,YES,8.7,4-star
264312,NO,NO,NO,YES,YES,8.6,3-star
264746,NO,NO,NO,YES,NO,,3-star
265143,NO,NO,NO,YES,NO,,3-star
265182,NO,NO,NO,YES,YES,,4-star
265466,NO,NO,NO,YES,NO,8.3,2-star
265896,YES,NO,YES,YES,NO,7.0,3-star
266180,NO,NO,NO,YES,YES,,3-star
266460,NO,NO,YES,YES,YES,,3-star
267495,NO,NO,NO,YES,NO,,2-star
267581,NO,YES,NO,YES,YES,,3-star
267687,NO,NO,YES,YES,NO,,3-star
268511,NO,NO,NO,YES,YES,8.8,3-star
271104,NO,NO,NO,YES,NO,,3-star
272108,NO,NO,NO,YES,NO,,3-star
272536,NO,NO,NO,YES,NO,8.1,3-star
272581,NO,NO,NO,YES,NO,,3-star
272629,NO,NO,NO,YES,NO,7.5,3-star
272661,NO,YES,NO,YES,YES,,4-star
272715,NO,NO,NO,YES,NO,,3-star
274164,NO,NO,NO,NO,NO,8.7,3-star
275286,NO,NO,NO,NO,NO,,4-star
275615,NO,NO,YES,NO,NO,,3-star
275616,NO,NO,YES,NO,NO,,2-star
275617,NO,NO,YES,YES,NO,,3-star
275618,NO,NO,NO,YES,NO,6.7,3-star
275635,NO,NO,YES,YES,YES,8.8,4-star
275638,NO,NO,NO,YES,YES,7.7,3-star
275740,NO,NO,YES,YES,NO,,3-star
275741,NO,NO,YES,YES,NO,,3-star
275801,NO,NO,NO,YES,NO,,3-star
276518,NO,NO,YES,YES,YES,,3-star
276638,NO,NO,NO,YES,YES,,3-star
276691,NO,NO,NO,YES,YES,8.5,3-star
276698,NO,NO,NO,YES,YES,,3-star
276936,NO,NO,NO,NO,NO,,3-star
277088,NO,YES,NO,YES,YES,7.1,3-star
277151,NO,NO,NO,YES,NO,,3-star
277773,NO,NO,NO,YES,YES,,3-star
277793,NO,NO,NO,YES,YES,,3-star
277878,NO,NO,NO,YES,NO,,4-star
278529,NO,NO,NO,YES,YES,8.0,3-star
278536,NO,NO,NO,YES,YES,,3-star
278781,NO,NO,YES,YES,YES,,4-star
279568,NO,NO,NO,YES,NO,,2-star
280109,NO,NO,YES,YES,NO,9.5,3-star
280298,YES,NO,NO,YES,YES,,3-star
280321,NO,NO,YES,YES,YES,8.1,3-star
280323,NO,NO,NO,YES,YES,8.7,4-star
280325,NO,NO,NO,YES,YES,,3-star
280538,NO,NO,NO,YES,YES,,3-star
280544,YES,NO,NO,YES,YES,,3-star
280891,NO,NO,NO,YES,NO,,2-star
281445,NO,NO,NO,NO,YES,7.9,3-star
296766,NO,NO,NO,NO,NO,9.3,4-star
296767,NO,NO,NO,NO,NO,7.5,3-star
296791,NO,NO,NO,NO,NO,9.2,3-star
296828,NO,NO,NO,NO,NO,8.6,4-star
297135,NO,NO,NO,NO,NO,8.5,
300089,NO,NO,NO,NO,NO,9.6,5-star
300418,NO,NO,NO,NO,NO,8.5,3-star
301150,NO,NO,NO,NO,NO,8.5,3-star
301196,NO,NO,NO,NO,NO,9.5,4-star
301197,NO,NO,NO,NO,NO,8.2,3-star
301198,NO,NO,NO,NO,NO,7.9,3-star
301199,NO,NO,NO,NO,NO,8.3,3-star
301343,NO,NO,NO,NO,NO,,3-star
301348,NO,NO,NO,NO,NO,,3-star
301350,NO,NO,NO,NO,NO,,4-star
301394,NO,NO,NO,NO,NO,8.5,3-star
301395,NO,NO,NO,NO,NO,,3-star
301446,NO,NO,NO,NO,NO,8.9,4-star
301613,NO,NO,NO,NO,NO,7.6,3-star
301809,NO,NO,NO,NO,NO,,3-star
301826,NO,NO,NO,NO,NO,,4-star
301992,NO,NO,NO,NO,NO,,3-star
302108,NO,NO,NO,NO,NO,7.0,3-star
302122,NO,NO,NO,NO,NO,8.7,3-star
302208,NO,NO,NO,NO,NO,9.2,4-star
302382,NO,NO,NO,NO,NO,8.7,3-star
302430,NO,NO,NO,NO,NO,8.3,3-star
302431,NO,NO,NO,NO,NO,7.6,3-star
302862,NO,NO,NO,NO,NO,8.7,4-star
303339,NO,NO,NO,NO,NO,8.3,4-star
303368,NO,NO,NO,NO,NO,8.1,3-star
303954,NO,NO,NO,NO,NO,,
305221,NO,NO,NO,NO,NO,8.9,4-star
305400,NO,NO,NO,NO,NO,,3-star
305668,NO,NO,NO,NO,NO,,3-star
306077,NO,NO,NO,NO,NO,9.0,3-star
308197,NO,NO,NO,NO,NO,7.7,3-star
308749,NO,NO,NO,NO,NO,,3-star
309540,NO,NO,NO,NO,NO,6.7,3-star
309712,NO,NO,NO,NO,NO,,3-star
309766,NO,NO,NO,NO,NO,9.0,4-star
310022,NO,NO,NO,NO,NO,8.0,3-star
310052,NO,NO,NO,NO,NO,,3-star
310147,NO,NO,NO,NO,NO,8.3,
310209,NO,NO,NO,NO,NO,9.0,5-star
310223,NO,NO,NO,NO,NO,7.4,
310626,NO,NO,NO,NO,NO,8.6,3-star
310627,NO,NO,NO,NO,NO,8.7,4-star
310659,NO,NO,NO,NO,NO,9.2,
310661,NO,NO,NO,NO,NO,8.9,3-star
310767,NO,NO,NO,NO,NO,8.9,4-star
310803,NO,NO,NO,NO,NO,8.9,2-star
311008,NO,NO,NO,NO,NO,,3-star
311106,NO,NO,NO,NO,NO,8.0,4-star
311226,NO,NO,NO,NO,NO,8.4,5-star
312232,NO,NO,NO,NO,NO,8.6,
312552,NO,NO,NO,NO,NO,,3-star
312553,NO,NO,NO,NO,NO,9.3,3-star
312617,NO,NO,NO,NO,NO,,
313008,NO,NO,NO,NO,NO,,3-star
314821,NO,NO,NO,NO,NO,,3-star
320643,NO,NO,NO,NO,NO,,
320645,NO,NO,NO,NO,NO,,3-star
322817,NO,NO,NO,NO,NO,,4-star
322846,NO,NO,NO,NO,NO,,3-star
323000,NO,NO,NO,NO,NO,,3-star
331821,NO,NO,NO,NO,NO,,4-star
331935,NO,NO,NO,NO,NO,,3-star
332036,NO,NO,NO,NO,NO,7.0,2-star
336394,NO,NO,NO,NO,NO,,3-star
336395,NO,NO,NO,NO,NO,,3-star
337544,NO,NO,NO,NO,NO,8.1,4-star
337545,NO,NO,NO,NO,NO,7.6,3-star
337741,NO,NO,NO,NO,NO,7.8,2-star
337742,NO,NO,NO,NO,NO,7.3,2-star
337745,NO,NO,NO,NO,NO,7.5,3-star
337746,NO,NO,NO,NO,NO,6.5,3-star
337747,NO,NO,NO,NO,NO,7.4,3-star
337749,NO,NO,NO,NO,NO,8.1,3-star
337752,NO,NO,NO,NO,NO,8.3,3-star
337753,NO,NO,NO,NO,NO,,3-star
337754,NO,NO,NO,NO,NO,7.0,3-star
337791,NO,NO,NO,NO,NO,7.9,3-star
337805,NO,NO,NO,NO,NO,8.1,3-star
338223,NO,NO,NO,NO,NO,,4-star
338373,NO,NO,NO,NO,NO,,3-star
338374,NO,NO,NO,NO,NO,,3-star
338523,NO,NO,NO,NO,NO,,4-star
338846,NO,NO,NO,NO,NO,,3-star
339289,NO,NO,NO,NO,NO,,3-star
341152,NO,NO,NO,NO,NO,,
341165,NO,NO,NO,NO,NO,,3-star
345913,NO,NO,NO,NO,NO,,
347059,NO,NO,NO,NO,NO,,2-star
347093,NO,NO,NO,NO,NO,,3-star
347094,NO,NO,NO,NO,NO,,3-star
347096,NO,NO,NO,NO,NO,,3-star
347099,NO,NO,NO,NO,NO,,3-star
347106,NO,NO,NO,NO,NO,,3-star
347107,NO,NO,NO,NO,NO,,3-star
347108,NO,NO,NO,NO,NO,,4-star
350006,NO,NO,NO,NO,NO,,3-star
352567,NO,NO,NO,NO,NO,,
352852,NO,NO,NO,NO,NO,,3-star
353873,NO,NO,NO,NO,NO,,3-star
354566,NO,NO,NO,NO,NO,,3-star
358611,NO,NO,NO,NO,NO,,3-star
358612,NO,NO,NO,NO,NO,,4-star
359126,NO,NO,NO,NO,NO,,2-star
359844,NO,NO,NO,NO,NO,,2-star
360048,NO,NO,NO,NO,NO,,3-star
360180,NO,NO,NO,NO,NO,,3-star
360181,NO,NO,NO,NO,NO,,1-star
362962,NO,NO,NO,NO,NO,,3-star
362963,NO,NO,NO,NO,NO,,3-star
363035,NO,NO,NO,NO,NO,,3-star
363613,NO,NO,NO,NO,NO,,3-star
364323,NO,NO,NO,NO,NO,,3-star
369331,NO,NO,NO,NO,NO,,5-star
372181,NO,NO,NO,NO,NO,,3-star
372223,NO,NO,NO,NO,NO,,3-star
372227,NO,NO,NO,NO,NO,,3-star
372233,NO,NO,NO,NO,NO,,3-star
372238,NO,NO,NO,NO,NO,,3-star
373901,NO,NO,NO,NO,NO,,3-star
376101,NO,NO,NO,NO,NO,,3-star
376483,NO,NO,NO,NO,NO,,3-star
376573,NO,NO,NO,NO,NO,,
